2.9989,6.3261,15.6119,14.7540,29.9422,17.9380,30.7520,A
2.9989,6.3267,16.0355,14.6417,30.2844,18.5355,30.0418,A
2.9065,5.9888,16.3698,15.0019,31.2021,18.0368,30.7091,A
2.7283,5.5412,14.4207,13.9420,28.7997,17.3566,28.1332,A
2.9158,6.0002,17.1655,15.8566,32.3895,19.6818,32.8780,A
3.0259,6.3946,16.7681,15.6652,32.1197,18.8890,31.9702,A
3.0259,6.3946,16.5669,15.5928,32.1303,19.2864,31.7007,A
2.9158,6.0002,17.3118,15.8880,32.6412,19.1225,32.6358,A
2.9094,5.9949,16.4078,15.0684,31.9839,18.8757,30.8075,A
2.9947,6.3015,15.7335,14.6658,29.8655,17.8380,31.7897,A
2.9947,6.3028,15.4246,14.6923,29.8956,17.9492,29.9072,A
2.9094,5.9958,17.8457,15.0521,31.5135,18.2823,32.1282,A
2.7441,5.5783,14.1639,13.8247,27.8303,16.6154,28.4666,A
2.9022,5.9775,16.0378,14.6380,29.9803,17.7980,30.8212,A
2.9991,6.3288,15.6239,14.4379,29.4689,17.6472,31.1852,A
2.9991,6.3311,15.3533,14.3070,29.2423,18.0398,29.3449,A
2.9022,5.9790,16.2721,14.7021,31.2551,17.7106,30.1908,A
2.7098,5.5004,14.1250,13.5936,28.2842,17.1154,27.4578,A
2.7939,5.6775,15.4263,14.7390,29.9040,17.9023,30.0722,A
2.7904,5.6626,15.6816,15.6237,31.5609,18.5984,31.3446,A
2.9389,6.0733,15.5193,14.6351,29.8310,18.0448,29.9001,A
2.8115,5.7199,14.8339,14.5950,29.7420,18.3528,29.3413,A
2.7464,5.5592,15.2010,15.1691,30.3611,17.9516,31.1071,A
2.8500,5.8134,16.0483,15.3296,31.4281,18.9332,31.0544,A
2.9121,5.9842,16.4722,15.1323,31.5613,18.7230,30.9469,A
2.9122,5.9842,16.3441,15.0012,30.9824,18.4785,30.7338,A
2.8500,5.8134,15.7116,15.0065,31.7573,19.2322,30.3660,A
2.7423,5.5525,14.4776,14.2211,28.7996,17.3861,28.6633,A
2.8600,5.8362,16.6150,15.7600,32.1994,19.1887,32.0292,A
2.9370,6.0521,17.2228,15.6110,32.7193,19.5535,32.0370,A
2.9370,6.0521,17.0320,15.5322,32.0441,19.1394,31.9068,A
2.8600,5.8362,16.3127,15.5640,32.3328,19.8427,31.5072,A
2.7591,5.5877,15.6221,15.5255,31.2209,18.4050,31.2832,A
2.8537,5.8227,15.8059,15.1559,32.1227,18.7396,30.6370,A
2.911250,5.981300,16.058619,14.895483,31.056893,18.642657,30.382028,A
2.911265,5.981461,16.131335,14.837648,30.843968,19.088306,30.342723,A
2.853695,5.822867,15.759410,14.916560,30.646776,18.191021,30.293510,A
2.750168,5.571247,14.609233,14.204892,28.686386,17.123977,28.880604,A
2.851522,5.818772,16.007729,15.399142,31.468412,19.730428,31.147130,A
2.919121,6.006715,16.059157,15.102469,31.044912,18.402155,30.728804,A
2.919164,6.006915,16.004628,14.926939,30.424645,18.192277,30.824815,A
2.851593,5.818965,15.669996,14.902017,30.592254,18.523802,30.224705,A
2.732608,5.531541,14.357111,14.047223,28.474580,17.236144,28.344443,A
2.746020,5.561331,15.111399,14.875566,30.020497,17.757816,30.018634,B
2.746077,5.561448,14.922695,14.558208,29.836397,18.103852,29.317723,B
2.745952,5.561399,15.699812,15.348766,31.548006,18.536692,30.882980,B
2.746032,5.561359,15.013099,14.680937,30.819175,18.321339,29.528524,B
2.746090,5.561139,14.732378,14.573270,29.295376,17.400482,29.507881,B
2.769091,5.615404,15.116242,14.757123,29.914645,17.959688,29.791286,B
2.769072,5.615362,15.363092,15.193391,30.774917,18.207217,30.533355,B
2.769071,5.615471,15.378575,14.886109,30.036264,17.740317,30.570305,B
2.769222,5.615688,14.680111,14.173923,28.640439,17.050224,28.990481,B
2.769151,5.615311,14.835197,14.589321,30.144493,18.598914,29.306104,B
2.691510,5.434361,14.927737,14.794879,29.818379,17.832789,29.795620,B
2.691490,5.434320,15.177573,15.321218,30.724074,18.134030,30.718222,B
2.691491,5.434409,15.177842,14.890623,29.949718,17.668072,30.407774,B
2.691596,5.434545,14.520067,14.233876,28.640953,17.011960,29.054779,B
2.691543,5.434277,14.669699,14.668696,29.816322,18.448792,29.363307,B
2.709740,5.476219,14.831470,14.947769,29.949024,17.752881,30.035296,B
2.709768,5.476279,14.670896,14.580574,29.555076,17.938874,29.254944,B
2.709711,5.476323,15.315880,15.373221,31.050089,18.306728,30.770739,B
2.709800,5.476347,14.551016,14.362122,28.954379,17.375959,28.985119,B
2.709804,5.476094,14.505335,14.672928,29.320296,17.445237,29.576310,B
2.716788,5.496053,15.157952,15.021157,30.420151,18.017986,30.170448,B
2.716885,5.496264,14.489981,14.072549,28.409607,16.895440,28.676204,B
2.716756,5.496100,16.056451,15.624067,31.536601,18.439327,31.738347,B
2.716829,5.496144,14.747258,14.352230,28.998108,17.283092,29.125210,B
2.716837,5.495888,14.628197,14.575786,29.253764,17.391691,29.442673,B
2.9089,5.9944,15.8673,15.6319,31.7546,18.6607,31.4244,B 
2.9983,6.3132,15.8631,15.2269,31.9526,18.5115,30.7728,B
2.9089,5.9940,15.9452,15.5537,32.9764,18.5659,31.3032,B
2.7374,5.5642,14.9689,14.6687,29.4973,17.7110,30.1651,B
2.9179,6.0150,17.1133,14.7404,30.6680,17.9602,31.8912,B
2.9918,6.2757,15.3256,14.4055,29.7026,17.6804,29.3031,B
2.9918,6.2751,16.1223,14.3772,29.6296,17.5320,30.5811,B
2.9179,6.0146,16.0517,14.7570,30.5268,18.8405,30.2060,B
2.7799,5.6610,14.2802,13.5879,27.5870,16.4229,27.8155,B
2.9138,5.9988,16.5709,15.9913,32.7534,19.1814,32.2975,B
3.0209,6.3869,17.4460,15.6280,32.3507,18.9340,32.2853,B
3.0209,6.3870,16.1452,15.5914,31.7965,18.7907,31.5115,B
2.9138,5.9989,16.8281,16.0156,32.4546,19.8799,32.9960,B
2.7153,5.5020,15.5208,14.8000,30.0338,17.5705,30.2315,B
2.9117,6.0015,15.9011,14.3073,29.6772,17.3783,29.4871,B
2.9980,6.3114,14.9449,13.9964,29.6676,17.4462,28.4680,B
2.9980,6.3094,15.5607,13.9249,28.7014,17.0798,29.0888,B
2.9117,6.0001,15.5505,14.3464,29.3154,17.9122,29.8163,B
2.7434,5.5755,13.9130,13.1408,26.7551,15.9620,26.9077,B
2.8971,5.9673,16.5021,14.8932,31.2286,17.8769,30.6027,B
3.0043,6.3662,15.2140,14.4385,29.3054,17.9262,29.6489,B
3.0043,6.3649,15.8775,14.6053,29.9348,17.9371,30.0852,B
2.8971,5.9665,15.9392,14.8184,30.2040,17.8838,30.9492,B
2.6782,5.4295,14.0560,13.6598,27.7620,17.3194,27.6029,B
2.850974,5.815557,15.844838,15.058087,30.799659,19.066257,30.575785,B
2.910110,5.977407,15.818166,14.898533,30.553331,18.665580,30.320900,B
2.910022,5.977352,16.770188,15.941189,32.305303,19.004970,33.006661,B
2.850910,5.815519,16.981039,16.266283,33.034633,19.444702,33.046445,B
2.745938,5.561425,16.174179,15.944279,33.020909,19.224739,32.005521,B
2.862382,5.844849,16.461100,15.538476,32.125403,19.127797,31.553311,B
2.912838,5.984839,16.723020,15.366394,31.465749,18.507570,31.737441,B
2.912843,5.984779,16.539092,15.376761,31.339497,18.372040,32.164414,B
2.862388,5.844780,16.282660,15.594926,31.891890,18.909722,31.580055,B
2.769063,5.615417,15.403660,14.950121,30.276983,17.953445,30.278073,B
2.856170,5.827212,17.386860,16.719199,34.557715,20.081077,33.778140,B
2.929629,6.031823,19.309241,17.024586,35.245432,20.091382,35.520363,B
2.929638,6.031856,18.164769,16.943816,34.819359,20.377031,34.554235,B
2.856171,5.827230,17.359774,16.609699,33.873589,20.325244,33.664717,B
2.729608,5.521802,15.926998,15.651017,31.811815,19.104174,31.483244,B
2.851736,5.817212,16.431125,15.493360,31.458014,18.414617,32.434148,B
2.908236,5.971838,17.042935,15.747550,32.649304,19.060111,32.164959,B
2.908234,5.971709,17.086512,15.949556,32.471388,18.946171,33.348146,B
2.851732,5.817087,16.516571,15.709136,32.000335,18.781966,31.947839,B
2.748602,5.567017,15.168238,14.655454,29.569012,17.444561,30.619692,B
2.848162,5.811129,18.190647,18.756775,37.293181,21.702639,37.530838,B
2.923666,6.022177,17.620445,16.227464,33.163846,19.262560,33.778789,B
2.923672,6.022050,17.166892,15.686973,32.178944,18.929722,32.407407,B
2.848179,5.810999,16.328866,15.560438,31.799978,19.236169,31.569645,B
2.716790,5.496043,14.963893,14.836098,31.164762,18.117409,29.736395,B
2.845317,5.800031,15.972613,15.536374,31.913432,18.796591,31.303581,C
2.910596,5.977362,16.120225,15.279408,31.048605,18.375269,31.260752,C
2.910620,5.977644,16.232649,15.048499,30.689250,18.133350,32.233848,C
2.845363,5.800383,15.926928,14.962739,30.442439,17.972690,30.821945,C
2.839561,5.787270,15.199386,14.490310,29.630374,17.577149,29.399601,C
2.906515,5.968823,15.429141,14.459735,30.070527,18.304520,29.414509,C
2.906473,5.968569,15.498131,14.530606,30.220423,18.042080,29.554877,C
2.839483,5.786892,15.367097,14.847312,30.433284,17.987692,29.979888,C
2.761558,5.594534,15.148614,14.966578,30.981624,18.297007,30.026832,C
2.847712,5.805801,15.785349,15.069345,30.807222,18.203272,30.556084,C
2.939684,6.062804,16.528388,15.000512,31.331380,18.740327,30.781574,C
2.939675,6.062767,16.710552,15.016857,31.489626,19.421980,30.894117,C
2.847689,5.805727,15.937343,15.229519,31.390763,19.996177,30.828682,C
2.736928,5.537054,15.009600,14.837470,30.218965,18.446345,29.789101,C
2.836323,5.780774,15.575281,15.036377,30.573806,18.224658,30.433818,C
2.895562,5.941315,16.132546,15.138510,32.114197,19.684170,30.774491,C
2.895566,5.941341,16.098132,14.955623,30.538906,18.021752,30.802804,C
2.836340,5.780942,15.495684,14.710761,29.820478,17.630597,30.579307,C
2.782586,5.645974,14.772173,14.341967,29.144597,17.501859,28.983665,C
2.842903,5.797159,15.390521,14.763756,30.203837,17.883795,29.886111,C
2.912530,5.988485,15.639213,14.657133,30.436858,18.038283,29.817490,C
2.912521,5.988537,15.757925,14.624020,30.053815,18.237056,29.902908,C
2.842891,5.797188,15.528838,14.767117,30.175787,18.331013,29.992867,C
2.754844,5.579597,14.820755,14.514104,29.493520,17.752630,29.240470,C
2.5987,5.2864,14.7339,13.6013,27.8039,16.7010,28.1827,C
2.7983,5.8457,14.7326,13.6057,27.8070,16.6334,28.2057,C
2.7983,5.8523,14.7327,13.6049,27.8004,16.6523,28.2419,C
2.5987,5.2915,14.7207,13.5987,27.7818,16.6479,28.2540,C
2.7124,5.5022,14.7726,13.6035,27.8239,16.3547,28.2215,C
2.5782,5.2518,13.5410,12.7412,25.9079,15.5492,26.3589,C
2.7858,5.8389,13.5315,12.7406,25.9056,15.9549,26.3292,C
2.7858,5.8355,13.5302,12.7400,25.9039,15.6830,26.3281,C
2.5782,5.2493,13.5369,12.7475,25.9220,17.4106,26.3199,C 
2.6916,5.4629,13.5383,12.7468,25.9173,15.5058,26.3489,C
2.5768,5.2424,14.2513,13.8996,27.9871,16.6255,28.6081,C
2.8186,5.9540,14.2463,13.8968,27.9818,17.3853,28.5791,C
2.8186,5.9542,14.2449,13.8991,27.9861,16.8836,28.5600,C
2.5768,5.2425,14.2507,13.9078,28.0033,17.3038,28.5587,C
2.6580,5.3721,14.2634,13.9146,28.0176,16.6663,28.6070,C
2.5637,5.2261,13.7822,12.9040,26.7645,15.5178,26.2682,C
2.7620,5.7824,13.7982,12.9055,26.7852,16.3932,26.2773,C
2.7620,5.7762,13.7972,12.9056,26.7974,15.8339,26.2759,C
2.5638,5.2214,13.7974,12.8991,26.8247,15.6803,26.2631,C
2.6931,5.4736,13.7851,12.8970,26.7886,16.0007,26.2559,C
2.5715,5.2362,14.0848,14.1279,28.7022,16.7792,28.2610,C
2.7790,5.8166,14.0795,14.1042,28.6647,17.1940,28.2228,C
2.7790,5.8194,14.0846,14.1082,28.7684,17.2499,28.2215,C
2.5715,5.2384,14.0844,14.1049,28.7899,16.7424,28.2144,C
2.6900,5.4615,14.0887,14.1331,28.8023,18.0661,28.2612,C
2.756055,5.580895,15.682693,15.196615,30.681172,18.077576,31.000575,C
2.756025,5.580857,17.338565,16.811106,33.952502,19.681220,34.175138,C
2.756046,5.580875,15.920721,15.495218,31.335878,18.459425,31.373121,C
2.756046,5.580811,15.832346,15.679269,31.563567,18.541692,31.610105,C
2.765810,5.603681,15.991264,15.866888,31.796895,18.669363,32.980385,C
2.765814,5.603736,15.896947,15.427580,31.141532,18.319559,31.426859,C
2.765868,5.603806,15.324250,14.853136,29.996905,17.741909,30.266684,C
2.765843,5.603673,15.472611,15.205671,31.131894,19.194527,30.559863,C
2.770004,5.612989,16.085860,15.928086,32.023848,18.800525,32.172142,C
2.770009,5.613044,15.957541,15.478469,31.257020,18.384230,31.503378,C
2.770057,5.613105,15.456335,14.975747,30.254373,17.873982,30.492475,C
2.770035,5.612989,15.590333,15.294619,31.232822,18.937440,30.760454,C
2.749104,5.564570,15.510082,15.411445,31.489957,18.582179,30.885217,C
2.749086,5.564600,15.866120,15.732454,32.454064,19.008200,31.534869,C
2.749126,5.564618,15.294542,15.019228,30.383018,18.157331,30.281904,C
2.749125,5.564518,15.283212,15.266995,30.704814,18.161315,30.681062,C
2.788667,5.658418,15.891676,15.614310,31.405393,18.477048,31.764038,C
2.788670,5.658491,15.856978,15.331884,31.091207,18.389740,31.063345,C
2.788729,5.658555,15.391753,14.849962,30.097094,17.836422,30.148624,C
2.788707,5.658410,15.479490,15.114968,31.703970,19.115462,30.412765,C
2.756022,5.580827,16.372565,16.140295,32.793880,19.160250,32.434735,C
2.765818,5.603700,15.691265,15.328225,31.060326,18.497865,30.934596,C
2.770007,5.613001,15.780060,15.395375,31.193298,18.533357,31.086838,C
2.749090,5.564543,15.534542,15.470186,31.277198,18.454764,31.033827,C
2.788688,5.658463,15.667579,15.227644,31.121139,18.692357,30.705073,C
